text	sentiment_score
Hell. Yeah, I think most people are most of the people who are like true gamers.	1.0
Yeah, exactly.	1.0
White Chicks was on Netflix. Oh my God. So yeah, and then they took it off and I was like white chicks was like wait, no white chicks watch a movie or religiously White Chicks. Movie with the two cops that like dressed up as the women, right? Yeah or something else. Yeah. Yeah that movie was so funny facts. I watched it so many times I know real anymore and they took all the like the Defenders all these like I don't like Family Guy, it's not enough anymore. Yeah, and I know a lot of you guys are fans stranger things. season 3	0.0
Yeah right from the start the moment.	1.0
Yeah, they're going to edit. I just like don't think of it any good show on Netflix now.	1.0
It's a fucking party. You don't when you're with us this this fucking place gets late. We are the party. Yeah, like I don't know about you guys if you go with I changed it. Don't worry.	1.0
Yeah snow really set selection criterias and released yet. But I'm 1540 of English we say yeah. They have like it's only December. I've got until like march/april Stewart heaps of time. Yeah, see I am for that 5K still really can on I've had to pull out of 10 K last night as well. So it's a really keen on that's right.	1.0
Well, maybe I heard it the first live episode.	1.0
No, but I also I mean guys who are two months from free agency and don't have much trade value. I don't put that on them. I will say the one other one that made you scratch your head at least was last year with trading ideas because I don't think people like that but that wasn't like especially at the time because people didn't really know about Jack Bauer's and he was a top under Prospect like that wasn't what I don't I cannot think of an example ample where they made a trade and it was like, oh my God, they get host. What are they doing? Like you usually have a pretty good feeling about the deal at the moment and it's going to be interesting because like the Dodgers of their their roster and their farm system are loaded. There's so much opportunity, but I don't know it's going to be if they don't include Lux. Is there a way for fans to be no?	0.0
How did you get there? Oh man, where do you start off?	1.0
Yes. This is an international bestseller is where he relates his experience in German concentration.	1.0
Yeah, I'm fucking tired too. Yeah. What do you think?	0.0
Nope.	0.0
I lost the my computer died. So I'm changing over to my phone for the chat room in black holes defense.	0.0
Oh you're bringing it to that. Eagle okay multiple like cool but like yes.	1.0
Hold on.	1.0
I'm not really following these ports right now. Yeah me well.	0.0
Yeah, but okay, so no face. Yeah, I was going to say if you have your you can only tell ya that's gonna get boring if you will actually go insane. I don't think like I think I more likely would rather see people than have my phone on be honest with you.	0.0
No, that's a good way to put a we are very lucky to be in the time of laser timing and the internet and everything that happens like that. It makes things so much more exact when you see all these testing numbers and you look at a good example would be at the combine. You look at Andy, Isabella. He his 40 time was originally unofficial for five or so, and everyone was freaking out and be disappointed then they realized that the system was off but then when they corrected it and it being a 4-3, so it kind of shows the difference of how that works in tech technology, but Just before we go into our preliminary kind of fun for around Mach. They were going to go through and just a couple minutes. What's going to be what do you think is the biggest Prospect for your who is the biggest Prospect for you that you think meets all the thresholds that you really want to see it either 12 or 30, you know, and honestly, there's a number of guys that I would love to have it either position.	1.0
Whoo, but because I'm a rock I he's told me he's gonna play some rock too. So there's that. Yes you the after-party at the banquet get the shirt. We just talked about some of the little swag items Friday party as well. We have a Friday Part. We're just that's white sapphire Blues. Yeah, and not to mention. There's actually a seminar in there as well. There's lots of events going on. There's 20 plus. Let me see about twenty two sessions this year and over the course of the two days you get to see about seven of them because it's so you get kind of mixed in and but an hour-long store an hour long each session sort of certificate program. It's basically a tool building seminar, I guess has best way to put it. Yes what always leads to some tidbit of information	1.0
Me will always be my favorite child. Like I have I have Big Dreams for right at home staging and the Hub just comes in as a really nice complementary side business. Yeah, there's no there's no secret about that. Who's my favorite child?	1.0
Yeah, but I mean that's what Kansas City is.	1.0
I loathe cleaning up more than anything.	1.0
That's so interesting because from my end. I'm sitting in the control room and I couldn't tell what James was feeling. Because he wasn't saying much and so when he all of the sudden says I want to put in a hundred fifty K and I want to lead the round. I was completely stunned like what did that feel like in that moment?	1.0
This is if you think about this, this is like private events, right? This is what happens inside your own skin your own verbal Behavior what you tell yourself what you are thinking in your head? Relate it back. Behaviourally a little bit more is like this. These are things that are happening right in your own skin, and you need to pay attention to them. Exactly. So wait, I like like this can we eat whatever we want if you do intuitive eating like so I could have the Twizzlers now. Would you give them back to me now?	1.0
This is not because I wanted this to be stopped being called a boomer. That's not why I quit the podcast. Oh, yes.	0.0
Oh, I definitely saw it. All right. Yeah, it looks pretty group. I'm not gonna lie.	1.0
They're not they're not gonna do so I can know you see them.	0.0
My my career is over. There's nothing good that's going to happen to me. And then later on he became the most attractive human being in the world.	1.0
You know what I mean? Like well, yeah, it's like you can't hate them a little but but like yeah to go with you on that one too. I mean, there are plenty of marriages as we're tables hate each other and manage to make Yeah. Yeah, I think I'd want that but in this situation, I think it would do that because I mean like if you think about it, like if you if you live with your parents your whole life, you're not going to hit anyone like oh, that's the point. You're not supposed to throw this part of the second one, too. You'll be alone your whole life you like ever get a girlfriend or anything.	0.0
Also on Tuesday night literally like no longer human just like crawling up and like hanging from the ceiling the rafters, but like literally living my best life. So we're like, let's call now. Uber she lived in Brookline or something. I'm sorry. How old were you I was 20 or 20? Yes 20. So in the my friend, I won't even named her she was 22 so neither 20 as well, not 22 but 20 as well 20 also 20 and she she had a fake but I think it was like a fake fake. I don't remember either way. I don't think I've seen her since then because	0.0
In a green suit, you'd be like, can you sign my play? Boom?	1.0
I don't know. They always come up with something creative. As you said like not only you know, you were enacting you always into the Arts. And music was something that you were also into now. Was that something at that time? You were pursuing at the same time?	1.0
Maybe they have a nanny who they then say you need to potty train, but it's not like they hire a potty training specialist and if they do, what the fuck	0.0
Yeah, that was the thing that surprised me because I stumbled over I think it was I was Googling it and I saw Kotaku like they had at this press release that respawn might drop Apex Legends. Like what is this and it they had like Titanfall 3 kind of linked into the article itself. And then when it clicked on live stream, that was when I realized oh by the way guys, you can play it tonight so that yeah, I I didn't I didn't hear about it before the day. At open when did you find out kind of like heard the rumors?	1.0
It's a great thing. We knew it all along.	1.0
I just Yuri qualified it. I'm just saying he looked good in them G what genes his know?	1.0
He's already and Border. Yeah, there was of those a point today where we've got two players overlapping on the wing and I looked in the box and there's approximately zero players and their strict him just comes out a lot and yeah, very rarely. Give me exact.	1.0
We don't want to say retired because I feel like that's shuts the door. Yeah. I don't want to be finished dancing. Like that's not a thing for me. I don't want to finish my career in that. I feel like you never know what happens again. Like you have to trust the process and let's say you have like a great. Petition in the back of your hand just like hmm. Maybe I can compete next weekend or something that you know, like why you're staying with your Technique you want to make sure that you're ready ready for anything and maybe I don't want to compete necessarily but I definitely want to continue doing shows with Basha because I do love dancing with him and retiring means I don't get to dance with him anymore, you know, so I don't want to think of it like that and I want to think of it just I'm trying something new. I'm still the same dancer. I just have a new audience. That's it. You know, I don't want to finish it.	1.0
But yeah, it's it'll make money because Nostalgia is the biggest drug Our Generation has it's a good drug is a good drug that Nostalgia, but it'll suit you write my veins for berries Maverick. Barrett's remember I remember kudos to Eddie Murphy. He's like I'm going to go out and do original shit my second phase of my career. Yeah when you got my RN is just going to go in there and shit all over the fucking third generation what it was that word turd of. Yeah the intro from the old Martin sick. Yeah. It's found out this week that Brad Pitt sober. Yeah. That's probably Cooper got them. So yeah, that's kind of disappointing. Yeah Bradley Cooper. So he was a Bradley Cooper had over. Real issue, right? That's why he was so good at that role great that no idea now. Yeah, he was like a hardcore alcoholic. There's a most of them are to be honest with you. I mean Jimmy young you get rich and then a party. I'm super disappointed in Brad why? I don't know. I like my guard life together. Like no, I like my stars drunk. He's like a father of eight. I've never been a fan of it note if any kids either. I don't believe anything but I forget to hit. Kids from eight like different countries yesterday was Thursday. And had drinks and Saturday like I was like how do people not drink ever all the time. Like he's a wild people get shitty and Ben Affleck. Let's let him be hammered all the time. It gives a fuck. It makes great movies. I don't give a shit actually let Brad doing the town where have we got like 15 times all in on the whole Aflac family at this point. They're the greatest thing about our lack power or lack thereof because it's alcoholism was kind of what ruined I mean Julie was a really good movie. I mean can't blame him for that for Julie. Yeah, he got was drunk. Yeah exactly you talk to him it was that same way you get here at talked in and out $600 litter box. That's what happens. Yeah. Why did you lie? I made the decision. Listen, your body's nutritional needs change all the time due to a variety of factors, like stress travel sleep patterns exercise a crappy diet, maybe even a car crash. Oh, even with a balanced healthy diet. It can be tough to cover your nutritional basis. That's why I top performers athletes Executives and entrepreneurs trust athletic greens. It athletic greens ultimate daily is the obsessively researched all-in-one nutritional support containing 75 vitamins minerals and whole food ingredients. Yeah. / - just one scoop contains essential vitamins minerals prebiotics probiotics digestive enzymes adaptogens and more providing you with the convenient and comprehensive nutritional insurance that supports your gut health energy immunity and more need all that all of it bill. I think your cat needs us the travel pack makes it especially easy to keep up your Healthy routine whether you're at home in the office or on the road. There's no need to carry on a backpack full of pill bottles like an idiot. Simply put athletic greens can help you feel great each and every day. No matter what life throws your way. That's awesome. There's no harmful chemicals artificial colors sweeteners. No added sugar. No GMOs gluten and dairy free. Oh, no herbicides. No pesticides you name it and it's vegan. Paleo Akio friendly, if it's time to focus on your health and feel your best athletic greens takes the guesswork out of every day good health and does it without compromising on taste or quality? Why wouldn't you try if I would try Jump over to athletic greens.com / Heartland and claim our special offer today 20 free travel packs valued at $79. Yes. That's USD with your first purchase. That's athletic greens.com Heartland start your day, right and good things follow still. All right. So big games, we're all going to football out all weekend. It's gonna be awesome. I think Chiefs gonna win it all you think I really Uh, do I was in Camp when I was a kid could be no one's really talking about them. I hope I'll so now your home or for Kansas City that place is it's different. It's a different place. He's so sweet. I mean, I'm not kidding every single person on the street head to toe in Chief. So yeah and they were on a bye week first round of playoffs. Oh, yeah. You got lucky i-it's every is like Pittsburgh like that. Yes. Yeah. So even like on the bar, but yeah, it's got a football Town Todd, I guess. No, no, that's all right.	1.0
There must be really funny because we lived in like at the time and we're like and my parents.	1.0
Yeah, and they have a small.	1.0
It is like I think the hottest time I've ever dropped in swamps was maybe with two other teams. Mmm.	1.0
So well, I want to see that then we don't agree on a lot of things and it's really fun. That's perfect. We get to see the dynamic of your relationship if people are not already following you on social media.	1.0
I mean they really I mean if they were going to do it, they really should have passed it off to a girl.	1.0
Yeah. Yeah. I'm excited to see where this goes.	1.0
I definitely want to let you know that just because this is, you know, a quote-unquote vegan podcast. It doesn't mean that I'm going to sit here and tell you all the benefits of being vegan and all the reasons why you should do it too and all the reasons why you should raise your kids vegan. I am not about That I'm not about telling anybody what to do. I think that my podcast is going to be here more to educate you on my life not necessarily to have you sway one way or the other that's that's your choice a hundred percent your choice and your kids are going to be raised the way that you wanted raise them. You know, I'm definitely not here to tell you to do it one way or the other or my way is Better no. No. No, you know you guys make your decisions and just listen to to the podcast and make your decisions off of your own research. Definitely don't don't feel the need to to do something or live the lifestyle just because you're listening to the podcast. There's a zero judgment zero judgment Zone moving on to the other kind of mom that I am I am. I am in the process of becoming a surrogate mom that is exciting news. That's kind of a little mini bomb that I wanted to drop on you guys. So I want to shine some light into that area of my life. We are in the beginning stages. I wouldn't say the early stages. That was a long time ago. That was like back in November. That's early stages. So I've been in this process for quite some time quite a few months. So it is I'm not I am now ready. It is time for me to reveal this news to you and part of the reason why I wanted to do that and why I wanted to include my surrogacy process in this podcast is because of the feedback that I've gotten by family members and non family members. So I I wanted to shine some light into that part of my life to help people make the correct decisions and to help people understand what it's like to be on my side. I know that people see a lot of advertisement about making x amount of money to help and what not and I basically want to give you my side of the story and why I'm doing it. So one of the next episodes will be about That specifically just surrogacy so stay tuned stay tuned for more on that process and the fourth type of mother that I am I like to say that I'm a mother F. ER so side note. I don't cuss that much when I do it's very rare, but I won't say I don't do it. I do do it sometimes but if I can avoid it I will So I am a mom of multiples. I'm a bonus Mom. I'm becoming a surrogate mom and I'm a mother F ER. So I am the mother of all mothers or at least I'm calling myself one.	1.0
Maybe you need a toy box in the corner. Because there are always toy spread out or maybe you need an ottoman that opens up or a coffee table that has a drawer some way to put things away.	1.0
Totally. Yeah, and so what happens and it's interesting that you know, you all speak so much about like deprivation and I'm curious to hear the connection. But like when you when you go through that process of whether it's fasting or just restricting your calories in some way even if you don't think you're restricting your calories, but to your body like your body doesn't actually know if that's intentional that you're on a diet or you're trying out some new fasting Trend or if you're literally like experiencing food insecurity or a famine. So on the weekend as soon as you are around abundance with Food or as soon as you like loosen the reins on the tight grip of your eating habits, your body is also kicking up your Cravings your hunger hormones your metabolism to try to compensate for that missed caloric energy that you missed out on. So again, it's like it's not even Something That We're consciously doing but as soon as your body believes that you're that you have access to food again, it will send you into overdrive to try to make up for that loss.	0.0
Yeah, it's just a few more houses with a few more areas for loot spawn. I spend sometimes Bridges could be a hit or a Miss. Like you could find a bunch of Shield cells or maybe and a couple of mozambique's and bridges and then other times maybe all you'll run out with decent load out.	1.0
That's when you see the video of him recently jumping off a body double.	1.0
We're using like the Stepping Stones like the Lauren Adams to the World of Dance the Derek Hough thwarted Dancing with the Stars.	1.0
Did you listen to them when they oppose their limits on you?	1.0
Well, you should be sending it to people who are more trustworthy. I will get you told me to send it to him my mistake. I didn't know I didn't know he was a sneaky snake. Oh, you did it man. I had an idea like that my whole situation with him is your fault but like that's far enough. We'll talk about that later, like writing it down.	0.0
Now, sometimes I'm using a cleaning wipe and I'll just go ahead and use that in the sink as well and I'll wipe that out after wiping down the counter top. I'll throw that wipe away with a couple fresh wipes. I'll wipe the toilet seat. I'll lift it all white behind the seat. Then I'll wipe the rim everything that involves the area behind the hinges between the hinges all that throw those away and then I'll get a fresh wipe or wipes plural to wipe the flusher handle and then the back of the tank which can be kind of Dusty.	1.0
You know, it's kind of like when someone asks you to describe a new book and you can't describe it like really concisely and like three sentences you're like, whoa needs work problems are kind of like that too.	1.0
But it by no always did that you this I went to a bar your Sub-Zero now plane zero.	1.0
Yes. Yeah. It's a she's making a stand against mr. Honey.	1.0
Yeah working. Yeah, you can't do anything on your own terms. You gotta keep working keep turning down music. She's crazy. She's crazy. But let's get off of that. Let's get on some positive news J. Cole says that he wants revenge of the dreamers 3 to come out in April. They're still working on it again that whole like 10-day process which is Louis to get all of the vocals done. I presume the vocals in the production, but obviously takes a long time to make sure to get all the samples clear that they have mix and master everything. So again, it's a process. I know that you know as Fans of dreamville. I wanted you know the stuff to come out a little bit earlier when they first announced it but under their realistically I wasn't going to happen. I was trying to say like the end of February but obviously going to take a longer time in that but he was just talking to some fans the other day and he did not like directly confirm that it's going to come out in April what this is just what he is hoping that the album will come off revenge of the dreamers. Meanwhile, we've been trying to make sure they and the dreamers 3 is done and then put it on video. So the middle child videos now and of course he was at all-star weekend. He performed and participated in the in the dunk contest as well helping out not some people so it's cool man, but I'll open it. It does come out in April like he like he wanted to hopefully we don't as music fans have to wait too much longer because I already know this is gonna be some heat from the previews that we've been hearing and I know Jay ID, for example that man has been on tour going to places and The like previewing some stuff as well. So what are you expecting from this from this compilation album when it comes out flood fire.	1.0
So yeah, so if either one of them photo 44, I think that that's a great fit as well. I'm not a big fan of McCoy here. I just think that it's not necessarily what I'm looking for. He's a good player. I just not I'm not running to the podium for him personally, but I think Really considering guys like Deonte Thompson lawn Thornhill all three receivers that you mentioned Hollywood Brown Depot Samuel and the other one there with wires Campbell yet. No. No the good news Calvin Harmon.	0.0
He was like 306 for the first K and then just over free 10 for the second K. Yeah, and then the last one I thought over 324 last time.	1.0
I'm probably like a season or two. Yeah, I agree. They've been very separated more just like surface-level friends because maybe they happen friends for so long.	1.0
And take that as broad or as narrow as you'd like, I think I think I spoke about it before was just educating people. I did find that quite a struggle at the beginning trying to even get in front of real estate agents and convince them that home staging was a benefit to them and it would help them sell properties faster. So that that's probably been my biggest hurdle and it's Still ongoing today.	0.0
So they're still really clean and I'm going to try to keep them clean, but I'm sure the day will come when I'm covering them in foil again in preparation for my mom to come visit her something. So, you know once they get discolored so yeah the stovetop though just around the burners you're wiping that every day and then the back control panel area. But on most days you're also going to want to wipe the front of your larger appliances, you know with some kind of a spray and a paper towel or maybe your microfiber cloth whatever you use is it's not important what you use but you'll want to wipe the front of your dishwasher your oven the outside of your refrigerator. Shredder just get rid of those fingerprints and whatnot front of your microwave and then a bonus chore if you have time and this is a day that you would go deeper would be to clean the inside of your microwave a lot of times when I'm hand washing dishes.	1.0
So we knew three days before. So again, we come in like we're setting up for the meet and greet Bashas like iron shirt were obviously turning on the office and funny enough. It was on live TV, so that was great. So watching the office and I'm like crap, you know, I have to go to this meet and greet right now, and I just really To finish this episode. It was like so good. I think it's the one when Jim proposes to Pam or something like that and I'm like, oh my God, this is the best like so good. Just want to watch it and we're like, okay, whatever. We'll just we'll go on Netflix later and like finish watching the episode. I'm like, okay, so we go to the meet and greet. And Sasha Farber turned around to me and he's like, oh my God Meredith is here. I'm like, what? Wait, who's Meredith? Yeah. Wait. What do you mean? He's like Danny Meredith is here. I'm like, what are you talking about? I turn around and she's standing right behind me and I'm like, you're in my living room.	1.0
You don't know he did the whole dance. He jumped onto Patrick Swayze's arms. He was having the time. Okay, Caitlin. Riordan says she hates shots hit her daughter has a condition that requires a shot every night. Oh, oh no and a different shot one time a week. So Mom a very has Ms. And one of the the medication she was on required a shot like three times a week and you have to rotate where you take it on your body or else it gets like a yeah, like scar and bring yeah, and I had to do the shot a lot of the times fucking nightmares. It was worse. Me than it was for obviously. It wasn't but like being the person who's not a Doctor Who's like I is the whole little there's a whole little shop machine is a machine that shoots in in but like every time like she like flipped like a diabetes one where you like it goes pound. It just says it's sort of like a sort of yeah sure exact probably exactly like that.	0.0
Yeah, and those just talked about those real quick to those are four milligrams generally and the reason being for that is, you know, it's a One-Shot dose and the in the Nares and the way it's absorbed and you can lose so much out of that nostril as well not just on placement and everything. So that's why it's a Larger dose for that because people always worry about what's going to be too much of a loading dose. What if they come up out of withdrawals or or not, but it's there's so many aspects to that of how well it gets placed to when you administer it to how much runs out the absorption rate the work. So right.	0.0
Yep. We met in San Francisco and dated there for about three years before moving to Florida. Not together separately separately.	1.0
It's like your TV opened up and she stepped into the living room the craziest thing this far to be honest.	1.0
Yeah, so, okay. Basically we had a meet and greet for the Dancing with the Stars cast and we didn't know who was going to be on it. We had no idea what kind of celebrities wanted to do the season, so we're kind of just we also got the call that We're going to be on dancing stars three days before Good Morning America.	1.0
And I'm just curious Casey like when you went off the Whole 30 what happened in your relationship with those foods that were then off-limits.	1.0
Well, yeah, I've seen better looks from Trinity. Yeah. Absolutely. It's a decent. Look, it's not my favorite. Yeah. Next is Naomi and this is my least favorite. Yeah, cause she already did this. I hate dating Royals already. She's worn this outfit like a thousand times where it's like some she wants these innate it was the Combs with her hair is like a re-creation of this don't like it.	0.0
Yeah, they make sense for the Angels. Love that pairing makes as much sense for the Indians. I think the Angels would probably have to overpay just based on. Their system. It's such a weird. It's a weird thing anyway, because as we've talked about so many times like Obviously kluber does not have Peak trade value right now, you know, you're better off waiting six months or taking a time machine to go back a year or a year and a half. So you're asking a team to take on the contract and I know we've said like the contract is fine. As long as he turns out to be even an adequate picture but no one knows what he's going to be and so it's like you somehow still have to convince a team to give you a really useful piece. Otherwise, it makes more sense to just hold them. And the angels are weird team because they're so top-heavy and their farm system is a lot better than it was a few years ago. When it looks like Mike Trout was just gonna waste away like Tom Hanks in Castaway with Albert Pujols as Wilson, but it's I just made a movie reference like we hate document this podcast, but I think my name is void dumbass. That's that's a good reference. It's just it's going to be interesting to see what they eventually do with him because Because I think it's it's difficult to find if you're going to trade him. Now, then you some team is has to get desperate and I almost think the opposite of the Clevenger thing think of me more sense if the Dodgers liked kluber and believed in him just param with Linda or and see if that'll make a difference.	1.0
It's going great.	1.0
Love to You hear? Yeah, looks like I finally get to hang out with you. Yeah, when I lived together in Austin, it was perfect. I actually lived with Yell sister Talia in University of Maryland in college. And then I was moving to Austin after to follow a boyfriend. I didn't end up with and old days, right? Yeah all days good times. Yeah, and talia's like my sister's moving their you should totally live with her and I thought I was going to be living with this sorority chick and she was not let me tell. Tell you she is like an earthy vegan if I accidentally didn't recycle something you would think the world was going to end and she was like catch me eating like Twizzlers and stuff and be likely I why you have a healthy alternative. Let me cook you up some I don't even know what she would make. I mean these smoothie Bowl she'd make in the morning, but I got access to all of this because I was living with her. I mean it was the coolest year of my life.	1.0
The truth to delay going inwards as long as possible really like to try and take in with my surroundings and that's the beauty of travel by me, you know, like focus on again the nice scenery or like a big beautiful Trend that we've seen or all the other Runners, you know? Yeah, I guess inevitably you end up, you know thinking going inside your own brain and then maybe mm. Yeah, I guess that all comes with experience that the more you do it the easier.	1.0
Well, you live out here. I was like, yeah, I kind of like both. Okay. Alright, you like a loli. But anyway, thank you. Good luck with everything Omar's getting out of here, but I'm still sticking around one more segment to go. Y'all know what's coming people fucking I'm bothered. When I was in high school, my mother told me she had one goal for me to make sure I made it out of high school without getting pregnant. Now. My mother had me when she was 18 years old. So she was coming from a perspective of having truly been there and done that. I like a lot of other young women. I got the usual speech about sex keep your legs closed, but she also put me on birth control pills when I Fifteen or sixteen years old. She taught me how to properly put on a condom. She talked to me very openly about sex point. Is she army with the information she felt like I needed in order to make informed decisions about my own body. Now young people in sex is always going to be a polarizing emotional topic. And so I understand why everybody lost their shit when TI who was one of my first podcast guest said during a podcast interview recently that he went to the gynecologist with his daughter every year. And when she was in high school to quote check her hymen, in other words to ensure she was still a virgin the backlash was immediate Swift severe and intense but T. I also received a lot of support from both men and women for what he said now before diving into the reaction a few things need to be cleared up in the aftermath TI and Tiny who appeared on red table talk, which is hosted by Jada Pinkett Smith and her mother they told their side of the story T. I explained that he was joking. King and embellishing he did not go to the gynecologist with his daughter every year. He explained he did accompany his daughter and Tiny to the gynecologist once and it was mostly happenstance. He said he has never been in the examination room with his daughter and when he was at the gynecologist, she welcomed his presence but here's an excerpt from that conversation on red table talk.	1.0
that	1.0
Absolutely. So we're going to get. After Sterling leaves the room the investors debrief. He was awesome. He was so hard to say you only anything but yes to I mean I can see I can find people for his company right now. I know great salesperson for his company. I think you're also getting in at a good like a potentially a great price. Right? If this guy you couldn't profitability or the structure rounds think that's mocked up, you know, once he hits 20 customers, he's gonna do this. Okay he's going to do there is no stopping this guy you can tell and every time we threw something over the bow is Shot over the bow. He would shoot right back in a very very low respectful way. Sorry, man. But yeah exactly. I have to you think he'll meet I'm hoping he meets with your team. He's going to meet with them today.	1.0
It's ready to kill some fucking people up in here so I can hear where it gets in here. It does get everywhere. I've seen National Lampoon's Christmas Vacation. We're turning the magazine and if so, so look you may think that	0.0
When he's is probably not he said something about their language. He's like you don't speak good job.	0.0
She got her suffer audience and maybe she made a little bit of Revenue while they were there.	0.0
That was a great movie. I'm still still sad to this day when he had to kill the dog man. I was like, oh my God that was such an amazing movie though. So shout out to actually this one like this album was hot to when it came on. Let me write down P pick that joint up. All right.	1.0
Okay, so it's not a tailor specialty mean. It's like a weird and two different species. Okay. What do you think of the manual? Okay. So this is an interesting take because launders has no experience with Star Wars and some would even say he's like dumb as hell just get me. And me and intellectual know that it's true. I'm super into Star Wars. I'm very curious about your take for someone who doesn't who's not like a complete nerd.	1.0
This is Eva.	1.0
Yeah sure this year. They were really fucking bad like literally like I government shutdown to fucking cross shit.	0.0
Yeah. I mean you look at by the time I was in Middle School. I got to a point where I was like, oh like this shows annoying like shake it up as annoying ant farms enjoying the actress has really shaken up and former both terrible shows, which will probably get interviews about those but like I'm just I'm straight talking about like the main characters that actresses like I would always be like, oh like they're so annoying. I never thought Miley Cyrus was annoying and like watching this I was Like I understand like what she is someone. Yeah, which I think is also just like part of being able to like look at something when you're older and being because wouldn't even say our ages. We're like both 20 now. So when this show came out was show came out in 2005. Yeah, or yeah, it was definite. I was we were young	0.0
That's just like they're naturally thin but we can't wrap our Mind around the fact that some people the same way are not exactly have a larger body and it's not anything to do they could be a much healthier eater and they might have a way more, you know, regular exercise routine and it just doesn't it doesn't mean that their body will change but you can't look at somebody and know what their health status is you can't tell what they're like metabolic markers of Health are or how off you know, how strong they are. We just can't tell.	1.0
Well one person has we've been kept on talking about your Blossom one person who does not respond well to you know challenges we're being told no right our good old pal Shiro Blossom share old good old Cheryl and she wants to throw a back to school dance. I mean, it's been a rough year last year. We had everything going on with the other group of the Gargoyles rough summer. Yes. Summer you'll let's celebrate with a dance, right? Yeah, and he says no no and but there's part of me that I guess kinda understand because he says, you know the last dance we had her people were murdered.	1.0
It's on iTunes on the podcast app and stay tuned for next episode because it's going to be on the eighth wonder of the world.	1.0
Yeah. Yeah. I mean first off like what were your what were your impressions obviously, you know ours.	1.0
I've noticed that because we've had a lot of the World of Dance contestants here in this studio and making it different parts of the competition whether we've had winners and we've had people that made it halfway or people that you know, made it even just around and it's been interesting because they said everyone has Said the exposure is unbelievable. It's a global show and the benefits that they have reaped just from appearing on the show.	1.0
I'm stupid, but	0.0
It can do it with together.	1.0
Yeah, I'm going to go have a Christmas sale.	1.0
Yeah, obviously I was joking anyway, so the Danbury podcast we talk shit about parenting we talk shit on our kids on our kids about our kids. Yeah. That's probably a better my friend my friend Pete here.	0.0
There are some actors that you feel like you personally know because they play roles that remind you of folks in your family and your neighborhood or people you went to school with. So in 1999 the movie The Wood came out and it really is one of the most underrated movies because what made that movie special. Is while it was based in Inglewood those characters could have been coming of age and Detroit Chicago really anywhere now Omar Epps my guest today on Jamel Hills and I'm bothered has been in a few movies that are just like that from Jews to Love & Basketball, even the program he has had an incredible career that has spanned some years. He joins me today to discuss not just his career, but the book he wrote about black fatherhood his days as a former MC in case y'all didn't know he used to spend on the mic and Why we've never seen him and Pittsburgh coach Mike Tomlin in the same room now, but all jokes aside. Very pleased to welcome Omar Epps. He's up next. Because I'm such a gracious host especially to guess whose work. I've admired for a while and you know people who I get the sense even though Omar you and I don't know each other that well, but you know, I fuck with you, right? So because of that, of course, I'm gonna open with something that I'm sure you have a lot of thoughts and opinions that plays right to your strength. Let's talk about your damn Cowboys. Ha ha ha. Wow. I know what a what an opener. Yeah, like real Graces of me to like bring up something. I'm sure right now for Cowboys versus everybody is a sore subject. So where do you stand on Jason Garrett? Because a lot of is to some degree typical after a loss that people immediately direct all their anger and frustration at the coach. So that's kind of common but with Jason Garrett is just has always felt as if there's been this love-hate relationship between him and Cowboys fans who are expecting more you always expect more but in particular this year, so what's your assessment of?	1.0
About 20 of those. Yeah, I like witty Aura. So I've already shot from everywhere. He's classes. So I picked call him right because I actually thought was very underrated. Yeah - yeah, and he was he was actually really good in the present. Not the crab. Yeah side to side then right wing just to featuring I've got I've got I've got sacko. Yeah, and then we swap them around your sucker for precise a CO these are apart from this current ERA. He's probably Since we left the premises definitely the best these are my he was amazing what to Centre forwards are Steven Fletcher and silver and events Blake good team. That's day up.	1.0
Like Signed Sealed not delivered have a passcode like cannot get and no one seeing these my nudes are in the general population of my pictures like photos not Snapchat like Photo and in the there in the fucking Cloud just like yeah, so it's like you're scrolling through you like that's a beautiful picture of someone's hair. That's like a dog that's fucking rob. That's Jaclyn.	0.0
What do you say? Yeah, sounds good. So Aaron, I Start off this this is called this episode is called DNA and it's basically about you and I drew in there and threw an urn. So I want to ask you first Aaron. You know, how did you get started in this and and kind of take me back to that day one where you knew you wanted to do this and kind of give me like a past. Give me like a present. Give me a future as well.	1.0
Podcast review speaking of oh, do you want to read it or me? I'll read it.	1.0
Like you wouldn't even have to wash if you had a lot of dishes piling up. You wouldn't even have to hand wash. I mean just be like I'll be back in an hour and do another load but when it's taking over two hours almost three hours, you've got to hand wash the rest of the stuff. Otherwise you're going to end up procrastinating is just going to get too late in the day. So just some thoughts. You might want to time how long your dishwasher cycle is.	0.0
It's hilarious. So for those of you that are listening to Audio Only we're also recording live on twitch.tv slash Lon. Hours and literally before the podcast launders adjust his camera to look tall talk about production.	1.0
But it looks like it's yeah downstairs and you go down there like playing beautifully and you're like, oh my God, I hate you. I want to have more play dates.	0.0
